bin_id,population_nearby,rainfall_mm,temperature_c,is_holiday,hours_since_last_collection,previous_fill_percentage,overflow_probability,will_overflow
BIN-0070,1576,0.24,22.8,0,35.6,8.9,0.637,0
BIN-0150,2660,2.25,38.6,1,37.9,64.4,1.0,1
BIN-0119,4127,7.24,35.9,0,18.6,40.0,1.0,1
BIN-0098,4993,3.54,21.5,0,35.3,16.0,1.0,1
BIN-0041,2541,4.43,36.3,0,41.0,29.5,1.0,1
BIN-0052,2085,8.83,19.5,0,32.8,74.8,1.0,1
BIN-0048,4514,3.14,27.7,0,6.1,21.6,0.593,0
BIN-0035,3388,1.64,21.6,0,34.4,38.7,1.0,1
BIN-0112,3814,5.01,22.1,1,26.4,92.3,1.0,1
BIN-0098,4993,5.55,17.4,0,35.7,9.4,1.0,1
BIN-0106,4691,3.92,33.8,0,24.3,48.6,1.0,1
BIN-0076,564,6.6,23.3,1,35.4,91.5,1.0,1
BIN-0121,2481,1.95,10.0,0,36.4,74.8,1.0,1
BIN-0040,741,0.15,23.6,0,44.0,3.0,0.325,0
BIN-0003,3592,1.27,28.0,0,34.7,73.2,1.0,1
BIN-0035,3388,7.73,33.6,0,29.5,96.1,1.0,1
BIN-0067,1516,14.36,30.6,0,26.8,61.1,1.0,1
BIN-0081,891,0.89,28.9,0,16.0,66.1,0.824,0
BIN-0126,2737,1.22,29.2,1,33.5,79.8,1.0,1
BIN-0065,4298,6.39,18.8,0,7.0,72.4,1.0,1
BIN-0065,4298,6.76,28.4,0,2.1,55.5,0.685,0
BIN-0091,3231,6.8,33.0,0,34.3,4.5,1.0,1
BIN-0075,4384,2.1,35.3,0,46.5,81.1,1.0,1
BIN-0064,3842,20.52,21.5,0,17.5,76.0,1.0,1
BIN-0104,3290,8.02,25.2,0,41.7,61.6,1.0,1
BIN-0052,2085,6.47,27.8,0,31.5,77.7,1.0,1
BIN-0098,4993,7.03,26.0,0,27.8,91.2,1.0,1
BIN-0003,3592,7.08,25.6,0,8.1,77.2,1.0,1
BIN-0038,2863,3.7,21.4,1,29.2,73.8,1.0,1
BIN-0114,3125,2.02,26.9,0,17.5,70.1,1.0,1
BIN-0059,2000,2.07,29.9,1,44.2,8.2,1.0,1
BIN-0027,3505,1.16,30.1,0,23.8,19.2,1.0,1
BIN-0105,1063,0.15,23.8,0,37.6,23.5,0.584,0
BIN-0098,4993,2.84,36.1,0,46.5,11.5,1.0,1
BIN-0136,3945,0.68,18.1,0,4.5,8.1,0.215,0
BIN-0030,2028,1.46,28.6,1,13.6,7.1,0.555,0
BIN-0043,3112,2.76,15.6,0,44.6,14.1,1.0,1
BIN-0129,3175,1.63,32.4,0,30.4,70.6,1.0,1
BIN-0026,3234,1.54,25.3,0,34.6,72.4,1.0,1
BIN-0021,2547,3.9,29.5,0,45.3,95.4,1.0,1
BIN-0045,1978,1.04,27.8,1,3.4,27.1,0.452,0
BIN-0024,2306,0.3,23.8,0,38.0,16.1,0.986,1
BIN-0034,1146,14.77,20.9,0,46.5,73.0,1.0,1
BIN-0040,741,1.03,30.8,0,22.1,2.3,0.158,0
BIN-0111,2222,6.0,39.0,0,40.5,71.7,1.0,1
BIN-0005,4926,6.63,22.1,0,26.9,30.1,1.0,1
BIN-0036,2935,5.54,37.1,0,32.9,49.1,1.0,1
BIN-0079,3195,3.41,20.4,0,32.1,15.9,1.0,1
BIN-0139,3804,5.17,24.3,0,39.4,49.5,1.0,1
BIN-0051,2455,1.84,26.3,0,28.4,19.4,0.962,1
BIN-0139,3804,6.73,21.1,0,20.9,92.2,1.0,1
BIN-0016,4617,6.17,30.6,0,43.6,3.4,1.0,1
BIN-0003,3592,5.68,23.5,1,22.1,98.5,1.0,1
BIN-0036,2935,5.11,16.9,0,23.3,18.8,0.962,1
BIN-0093,2070,5.88,28.5,0,39.5,38.9,1.0,1
BIN-0079,3195,2.1,28.5,0,16.5,22.8,0.815,0
BIN-0037,1100,0.11,26.5,0,25.1,24.8,0.451,0
BIN-0111,2222,5.4,17.7,0,44.1,50.0,1.0,1
BIN-0146,4196,1.65,7.7,0,13.4,40.9,1.0,1
BIN-0109,3742,1.26,18.1,0,44.4,81.0,1.0,1
BIN-0023,1475,10.02,29.4,0,20.0,55.3,0.963,1
BIN-0130,1782,0.34,25.9,0,35.4,68.2,1.0,1
BIN-0071,4493,0.38,36.6,0,47.3,6.4,1.0,1
BIN-0027,3505,1.31,17.1,0,43.2,58.5,1.0,1
BIN-0042,3324,21.44,25.0,0,14.1,66.3,1.0,1
BIN-0080,1995,13.08,15.1,0,34.5,56.6,1.0,1
BIN-0044,1863,1.27,27.9,1,45.5,97.3,1.0,1
BIN-0150,2660,0.04,18.0,0,47.1,3.9,1.0,1
BIN-0065,4298,5.6,26.8,0,43.3,44.8,1.0,1
BIN-0070,1576,17.48,26.7,0,32.3,36.4,1.0,1
BIN-0080,1995,2.95,21.6,0,31.6,93.7,1.0,1
BIN-0076,564,2.88,32.2,0,47.6,46.4,0.812,0
BIN-0126,2737,12.88,18.5,0,38.5,75.1,1.0,1
BIN-0107,2257,8.02,22.1,0,14.2,66.1,1.0,1
BIN-0044,1863,15.41,17.6,0,21.9,92.6,1.0,1
BIN-0075,4384,2.14,24.5,0,10.2,99.5,1.0,1
BIN-0039,2561,2.42,7.2,0,23.3,27.6,0.939,1
BIN-0031,3702,3.47,29.5,0,40.6,71.9,1.0,1
BIN-0068,837,2.95,30.5,0,30.8,30.5,0.514,0
BIN-0019,1582,3.7,12.9,0,27.4,94.2,1.0,1
BIN-0059,2000,5.74,16.7,0,15.3,89.0,1.0,1
BIN-0011,1269,4.65,17.1,0,26.2,67.2,1.0,1
BIN-0050,3652,1.55,17.5,0,12.7,64.2,1.0,1
BIN-0011,1269,4.03,26.8,0,3.0,38.4,0.41,0
BIN-0041,2541,14.95,16.5,0,35.0,45.9,1.0,1
BIN-0060,661,2.94,21.7,0,19.7,40.4,0.439,0
BIN-0084,2778,12.58,30.1,0,10.7,67.7,1.0,1
BIN-0005,4926,4.12,31.0,0,27.9,37.4,1.0,1
BIN-0099,1370,15.92,44.0,0,5.1,85.5,0.88,0
BIN-0006,3944,2.8,24.7,1,3.6,74.6,0.985,1
BIN-0029,1767,2.98,26.2,0,17.3,89.7,1.0,1
BIN-0105,1063,0.86,18.3,0,24.8,17.5,0.417,0
BIN-0031,3702,7.02,30.4,1,3.5,97.5,1.0,1
BIN-0116,2097,0.75,42.6,1,47.8,85.8,1.0,1
BIN-0076,564,6.47,33.7,0,8.6,14.0,0.12,0
BIN-0102,1984,2.83,22.3,0,31.9,68.4,1.0,1
BIN-0125,3802,0.95,31.1,0,24.7,99.1,1.0,1
BIN-0147,3499,1.34,16.5,1,27.8,4.5,1.0,1
BIN-0031,3702,1.69,27.3,0,21.4,80.7,1.0,1
BIN-0119,4127,10.36,32.3,1,38.9,82.9,1.0,1
BIN-0027,3505,0.82,46.6,0,40.6,76.2,1.0,1
BIN-0008,3419,2.67,31.5,0,40.2,96.3,1.0,1
BIN-0078,2527,0.07,38.4,1,38.0,58.1,1.0,1
BIN-0133,4248,0.03,24.9,1,20.2,2.6,1.0,1
BIN-0034,1146,5.08,30.5,0,24.8,6.4,0.356,0
BIN-0073,992,5.65,17.9,0,39.6,38.0,0.858,0
BIN-0122,2163,4.29,34.7,0,38.9,78.6,1.0,1
BIN-0085,3599,5.25,27.9,0,47.9,3.1,1.0,1
BIN-0068,837,9.02,29.5,0,15.4,92.0,1.0,1
BIN-0037,1100,1.95,28.6,0,17.6,38.0,0.616,0
BIN-0044,1863,7.43,24.2,0,17.2,72.2,1.0,1
BIN-0107,2257,3.58,14.8,0,8.9,79.9,0.989,1
BIN-0086,700,0.06,25.8,0,42.6,44.5,0.789,0
BIN-0117,3560,1.93,31.6,1,43.0,80.9,1.0,1
BIN-0008,3419,27.49,35.8,0,18.1,37.2,1.0,1
BIN-0135,2498,1.31,15.0,0,24.0,17.8,0.83,0
BIN-0072,879,1.73,7.8,0,4.5,51.0,0.555,0
BIN-0077,3068,0.8,24.9,0,8.0,13.7,0.416,0
BIN-0147,3499,0.04,8.6,0,45.2,8.6,1.0,1
BIN-0015,3885,4.56,21.7,0,42.2,17.1,1.0,1
BIN-0125,3802,10.81,46.2,0,12.1,23.5,0.82,0
BIN-0056,3961,1.26,26.1,0,18.4,80.8,1.0,1
BIN-0122,2163,2.9,34.7,0,5.6,2.4,0.053,0
BIN-0092,3273,0.31,17.8,0,30.4,50.3,1.0,1
BIN-0121,2481,6.17,22.4,0,30.6,96.6,1.0,1
BIN-0063,1495,0.75,14.7,0,9.0,4.5,0.125,0
BIN-0096,1528,7.63,32.7,0,47.9,13.9,0.914,1
BIN-0096,1528,1.64,12.1,1,47.1,81.5,1.0,1
BIN-0008,3419,4.21,20.1,0,9.1,61.3,0.894,0
BIN-0135,2498,0.9,40.9,0,18.4,0.1,0.421,0
BIN-0046,3056,2.18,17.0,0,16.3,43.4,1.0,1
BIN-0031,3702,1.22,15.4,1,20.8,2.5,1.0,1
BIN-0143,4081,6.7,30.2,0,44.6,55.2,1.0,1
BIN-0031,3702,0.29,35.8,0,5.2,16.0,0.4,0
BIN-0115,3229,0.58,41.2,0,7.3,37.5,0.524,0
BIN-0122,2163,4.71,32.7,0,29.5,1.1,0.698,0
BIN-0061,4797,9.66,22.0,0,32.4,97.9,1.0,1
BIN-0111,2222,2.52,31.9,0,24.1,26.1,0.835,0
BIN-0111,2222,2.3,21.7,0,24.2,97.8,1.0,1
BIN-0129,3175,1.71,34.0,0,12.8,10.4,0.586,0
BIN-0105,1063,1.28,24.3,0,25.7,8.6,0.457,0
BIN-0088,2954,6.29,15.9,0,13.6,89.7,1.0,1
BIN-0120,1863,3.86,30.9,0,9.2,20.6,0.364,0
BIN-0139,3804,1.14,25.6,0,47.9,35.9,1.0,1
BIN-0139,3804,2.41,31.8,0,5.6,2.1,0.326,0
BIN-0054,3573,6.85,28.0,0,38.7,79.8,1.0,1
BIN-0129,3175,3.72,32.0,0,15.3,18.4,0.677,0
BIN-0124,2538,12.74,38.2,0,47.9,45.6,1.0,1
BIN-0076,564,2.61,14.7,0,20.7,22.7,0.368,0
BIN-0002,4272,1.82,33.7,1,20.8,80.7,1.0,1
BIN-0139,3804,1.76,40.6,0,26.6,68.5,1.0,1
BIN-0010,2185,10.18,28.7,0,2.2,38.1,0.436,0
BIN-0052,2085,10.81,13.3,0,2.2,31.2,0.393,0
BIN-0070,1576,5.6,33.0,0,21.7,69.6,1.0,1
BIN-0118,3193,1.86,22.0,0,40.4,68.3,1.0,1
BIN-0112,3814,0.5,0.1,0,40.4,38.1,1.0,1
BIN-0125,3802,14.46,23.8,1,3.6,66.1,0.956,1
BIN-0055,1521,4.59,22.2,0,30.5,97.8,1.0,1
BIN-0146,4196,1.0,34.3,0,30.1,51.2,1.0,1
BIN-0076,564,3.14,26.5,0,24.7,43.7,0.513,0
BIN-0053,4443,6.03,30.7,0,23.5,49.7,1.0,1
BIN-0086,700,4.28,19.8,0,29.3,25.1,0.389,0
BIN-0113,3657,2.67,30.1,0,42.9,69.6,1.0,1
BIN-0087,3604,0.42,19.9,0,29.0,49.4,1.0,1
BIN-0052,2085,3.69,14.2,0,46.9,89.7,1.0,1
BIN-0128,4529,0.02,11.5,0,43.9,32.2,1.0,1
BIN-0087,3604,8.78,27.1,0,29.1,68.6,1.0,1
BIN-0127,1806,4.87,26.8,0,2.8,55.3,0.57,0
BIN-0081,891,5.21,24.1,0,9.7,15.6,0.298,0
BIN-0048,4514,4.54,35.8,0,30.6,18.8,1.0,1
BIN-0144,3957,0.35,25.4,0,27.6,35.4,1.0,1
BIN-0137,4243,0.09,23.5,0,47.8,89.7,1.0,1
BIN-0023,1475,7.47,23.4,0,24.9,39.7,0.849,0
BIN-0028,2399,11.23,17.2,0,45.1,18.8,1.0,1
BIN-0007,3671,8.76,27.6,1,16.7,16.0,1.0,1
BIN-0135,2498,2.45,25.2,0,41.5,70.1,1.0,1
BIN-0059,2000,0.86,18.0,0,5.0,53.0,0.552,0
BIN-0083,4061,0.77,31.6,0,29.0,11.8,1.0,1
BIN-0075,4384,13.56,31.0,0,27.1,65.4,1.0,1
BIN-0048,4514,2.78,34.4,0,10.3,21.1,0.691,0
BIN-0056,3961,0.75,24.1,0,45.5,76.5,1.0,1
BIN-0018,974,3.48,24.1,0,16.4,27.0,0.45,0
BIN-0099,1370,0.84,18.1,0,44.2,31.6,0.978,1
BIN-0118,3193,3.61,28.5,0,46.3,39.6,1.0,1
BIN-0125,3802,1.07,20.6,1,6.2,25.9,0.574,0
BIN-0051,2455,0.45,21.4,0,42.1,90.2,1.0,1
BIN-0064,3842,2.19,37.7,0,29.3,95.3,1.0,1
BIN-0080,1995,11.97,18.6,0,38.7,24.7,1.0,1
BIN-0058,4343,8.36,16.6,0,28.5,97.8,1.0,1
BIN-0076,564,1.18,22.9,0,12.6,77.0,0.8,0
BIN-0066,1775,3.69,26.0,0,7.9,99.6,1.0,1
BIN-0140,4263,3.58,29.5,0,4.0,28.1,0.416,0
BIN-0010,2185,0.45,17.9,0,34.0,32.2,1.0,1
BIN-0117,3560,7.2,22.5,0,42.9,46.8,1.0,1
BIN-0095,4340,1.75,31.1,0,45.6,42.5,1.0,1
BIN-0124,2538,5.76,20.8,0,4.7,0.6,0.165,0
BIN-0110,1559,2.93,29.3,0,17.9,66.3,0.921,1
BIN-0022,3247,3.62,30.1,0,36.8,22.7,1.0,1
BIN-0019,1582,2.49,26.5,0,10.8,2.7,0.212,0
BIN-0064,3842,5.76,18.8,0,3.2,15.0,0.272,0
BIN-0150,2660,0.6,19.0,0,39.4,58.0,1.0,1
BIN-0016,4617,11.25,31.6,0,4.9,85.8,1.0,1
BIN-0022,3247,1.51,22.4,0,36.1,78.9,1.0,1
BIN-0091,3231,2.77,20.8,1,32.8,43.8,1.0,1
BIN-0016,4617,6.84,11.3,0,21.1,59.5,1.0,1
BIN-0126,2737,5.41,33.3,0,11.4,21.9,0.508,0
BIN-0059,2000,1.68,28.5,0,17.3,47.2,0.835,0
BIN-0098,4993,1.17,25.0,0,34.5,74.5,1.0,1
BIN-0004,966,0.36,21.3,0,7.4,94.6,1.0,1
BIN-0013,2933,0.11,29.7,0,29.7,67.8,1.0,1
BIN-0026,3234,10.7,28.8,0,44.9,83.1,1.0,1
BIN-0011,1269,6.57,19.5,0,45.6,49.9,1.0,1
BIN-0047,1275,11.91,34.1,0,30.3,94.2,1.0,1
BIN-0029,1767,8.89,20.5,0,43.7,52.1,1.0,1
BIN-0068,837,0.98,19.3,0,10.0,49.3,0.633,0
BIN-0140,4263,9.33,26.8,0,7.3,89.3,1.0,1
BIN-0109,3742,0.41,14.2,0,23.1,61.4,1.0,1
BIN-0082,4974,6.24,32.1,0,26.2,55.5,1.0,1
BIN-0141,2353,8.23,34.5,1,5.3,4.5,0.256,0
BIN-0018,974,4.45,21.2,0,43.7,54.5,1.0,1
BIN-0022,3247,5.54,12.3,0,12.3,70.9,1.0,1
BIN-0101,706,0.26,37.9,0,19.1,80.6,1.0,1
BIN-0042,3324,7.98,22.7,0,41.9,28.4,1.0,1
BIN-0113,3657,1.34,25.7,0,6.1,31.0,0.592,0
BIN-0007,3671,2.67,19.2,0,28.8,61.5,1.0,1
BIN-0117,3560,1.37,27.6,0,32.0,42.4,1.0,1
BIN-0140,4263,1.03,21.6,0,12.9,83.8,1.0,1
BIN-0074,2562,7.33,20.9,0,38.5,93.8,1.0,1
BIN-0024,2306,2.62,21.1,0,7.6,0.3,0.147,0
BIN-0121,2481,8.97,34.2,0,22.2,61.5,1.0,1
BIN-0125,3802,9.89,5.9,0,34.2,59.4,1.0,1
BIN-0139,3804,13.1,11.3,0,17.1,40.5,1.0,1
BIN-0128,4529,5.42,23.2,0,41.4,10.9,1.0,1
BIN-0120,1863,4.67,10.7,0,39.1,76.2,1.0,1
BIN-0027,3505,9.92,22.7,0,40.4,77.1,1.0,1
BIN-0087,3604,4.66,14.9,0,44.0,43.7,1.0,1
BIN-0015,3885,9.64,32.8,0,30.0,71.7,1.0,1
BIN-0063,1495,1.21,35.0,0,13.6,27.9,0.494,0
BIN-0060,661,0.73,31.5,0,14.8,36.8,0.452,0
BIN-0006,3944,4.68,5.8,0,13.2,28.6,0.857,0
BIN-0100,4988,7.12,38.4,0,32.0,76.5,1.0,1
BIN-0045,1978,3.19,21.6,0,11.4,91.6,1.0,1
BIN-0105,1063,0.33,26.5,0,7.2,94.7,1.0,1
BIN-0115,3229,14.14,13.8,0,42.2,11.4,1.0,1
BIN-0006,3944,2.56,23.3,1,38.0,13.2,1.0,1
BIN-0043,3112,7.15,25.2,0,19.3,11.2,0.833,0
BIN-0065,4298,1.59,42.6,0,4.8,47.0,0.607,0
BIN-0134,1163,4.17,16.4,0,30.6,23.1,0.565,0
BIN-0140,4263,9.39,30.8,0,20.3,6.6,1.0,1
BIN-0014,1684,10.73,30.7,0,37.0,21.1,0.931,1
BIN-0111,2222,6.18,11.4,1,28.5,70.6,1.0,1
BIN-0003,3592,2.0,15.2,0,18.5,79.0,1.0,1
BIN-0040,741,7.9,17.9,0,29.4,54.8,0.716,0
BIN-0104,3290,4.01,39.4,0,23.5,86.5,1.0,1
BIN-0053,4443,5.29,16.4,0,24.1,38.2,1.0,1
BIN-0066,1775,4.82,8.7,0,37.6,80.0,1.0,1
BIN-0129,3175,1.52,28.6,0,5.4,83.3,0.995,1
BIN-0130,1782,5.63,36.5,0,27.0,38.6,0.995,1
BIN-0112,3814,5.35,22.3,0,43.6,65.9,1.0,1
BIN-0101,706,0.2,37.8,0,40.8,92.8,1.0,1
BIN-0088,2954,0.27,35.7,0,29.9,20.1,1.0,1
BIN-0074,2562,1.89,23.0,0,19.5,23.3,0.826,0
BIN-0112,3814,0.58,28.0,1,41.3,83.0,1.0,1
BIN-0046,3056,6.41,24.2,0,29.7,29.0,1.0,1
BIN-0074,2562,15.08,37.6,0,13.7,2.9,0.427,0
BIN-0009,630,5.35,13.3,0,43.9,96.9,1.0,1
BIN-0043,3112,4.73,34.9,0,32.6,91.3,1.0,1
BIN-0030,2028,1.7,21.9,0,34.7,17.9,0.87,0
BIN-0021,2547,5.45,23.3,0,36.5,64.1,1.0,1
BIN-0147,3499,16.72,25.5,0,38.2,3.4,1.0,1
BIN-0107,2257,6.51,18.1,0,45.9,24.8,1.0,1
BIN-0149,1198,7.41,38.3,0,8.1,14.0,0.208,0
BIN-0058,4343,0.81,11.9,1,22.3,29.3,1.0,1
BIN-0084,2778,4.12,26.1,0,26.0,68.4,1.0,1
BIN-0041,2541,7.64,24.8,0,39.9,22.5,1.0,1
BIN-0009,630,1.27,33.0,0,19.2,86.0,0.978,1
BIN-0101,706,6.78,29.7,0,38.8,46.9,0.746,0
BIN-0055,1521,2.59,29.3,1,41.2,31.6,1.0,1
BIN-0137,4243,5.61,21.6,0,20.0,15.9,1.0,1
BIN-0037,1100,2.21,22.9,0,16.8,25.7,0.476,0
BIN-0031,3702,3.19,33.2,0,33.9,38.9,1.0,1
BIN-0077,3068,0.42,30.9,0,34.8,10.1,1.0,1
BIN-0147,3499,9.31,16.9,0,46.7,35.1,1.0,1
BIN-0077,3068,10.44,36.7,0,3.9,33.0,0.45,0
BIN-0110,1559,4.84,14.7,0,35.1,81.1,1.0,1
BIN-0078,2527,0.94,31.9,1,10.7,12.3,0.579,0
BIN-0040,741,1.02,28.5,0,26.0,67.3,0.872,0
BIN-0058,4343,0.4,37.6,0,41.0,15.1,1.0,1
BIN-0026,3234,1.55,13.7,0,28.4,47.1,1.0,1
BIN-0012,2891,3.92,26.5,0,16.5,83.0,1.0,1
BIN-0004,966,1.89,32.3,1,30.8,90.0,1.0,1
BIN-0004,966,4.18,23.2,0,18.1,79.2,1.0,1
BIN-0120,1863,4.59,23.5,1,11.0,3.4,0.315,0
BIN-0126,2737,4.31,28.0,1,16.3,30.9,0.946,1
BIN-0083,4061,2.6,23.8,0,17.7,95.8,1.0,1
BIN-0039,2561,0.02,16.3,0,27.0,17.7,0.977,1
BIN-0119,4127,15.09,-1.6,0,17.4,53.4,1.0,1
BIN-0073,992,3.7,16.9,0,35.6,71.1,1.0,1
BIN-0015,3885,10.52,26.0,0,2.5,84.6,1.0,1
BIN-0077,3068,11.29,10.9,0,25.3,16.2,1.0,1
BIN-0054,3573,2.2,30.8,0,22.6,38.1,1.0,1
BIN-0130,1782,1.34,17.5,0,6.7,61.6,0.758,0
BIN-0090,1304,9.25,39.3,1,43.1,5.8,1.0,1
BIN-0062,2481,1.17,36.4,0,25.3,77.3,1.0,1
BIN-0055,1521,10.25,12.7,0,38.0,93.4,1.0,1
BIN-0025,689,12.18,29.2,0,8.2,70.8,0.876,0
BIN-0102,1984,3.86,22.4,0,22.7,55.9,1.0,1
BIN-0030,2028,2.33,30.7,0,5.9,74.1,0.846,0
BIN-0099,1370,1.18,25.3,0,15.9,96.7,1.0,1
BIN-0117,3560,1.69,25.8,0,17.2,68.7,1.0,1
BIN-0138,1995,2.04,34.7,0,3.8,87.7,0.919,1
BIN-0084,2778,29.17,20.5,0,12.3,26.0,0.833,0
BIN-0052,2085,0.21,27.5,0,42.6,68.9,1.0,1
BIN-0114,3125,7.15,26.1,0,6.7,47.4,0.737,0
BIN-0145,2136,1.38,30.2,0,15.0,42.8,0.81,0
BIN-0098,4993,12.23,18.9,0,33.7,42.4,1.0,1
BIN-0056,3961,4.95,25.1,0,3.9,92.2,1.0,1
BIN-0073,992,11.07,15.6,0,5.2,17.2,0.212,0
BIN-0071,4493,1.41,30.7,0,12.2,50.4,1.0,1
BIN-0110,1559,14.64,32.6,0,30.4,38.3,0.963,1
BIN-0140,4263,0.59,44.4,0,35.1,55.8,1.0,1
BIN-0146,4196,2.43,24.3,0,2.6,33.2,0.397,0
BIN-0100,4988,2.6,31.8,0,31.2,71.7,1.0,1
BIN-0054,3573,9.04,22.4,0,47.2,96.0,1.0,1
BIN-0093,2070,6.98,29.3,0,14.5,99.3,1.0,1
BIN-0005,4926,3.37,28.2,0,6.0,66.0,0.997,1
BIN-0140,4263,5.36,22.6,0,15.0,8.8,0.742,0
BIN-0026,3234,2.51,24.2,0,9.1,9.5,0.447,0
BIN-0083,4061,5.89,27.8,0,19.1,10.2,0.958,1
BIN-0042,3324,6.21,19.5,0,16.5,0.9,0.618,0
BIN-0062,2481,8.72,40.8,0,34.1,3.4,1.0,1
BIN-0098,4993,3.68,17.8,0,17.9,59.2,1.0,1
BIN-0039,2561,7.4,36.8,0,10.8,55.2,0.865,0
BIN-0101,706,0.89,33.5,1,13.8,76.4,0.83,0
BIN-0016,4617,0.37,20.0,0,33.5,12.4,1.0,1
BIN-0121,2481,6.3,33.3,0,14.3,68.1,1.0,1
BIN-0132,4913,1.23,25.3,0,37.1,24.1,1.0,1
BIN-0041,2541,4.32,27.9,0,36.7,95.7,1.0,1
BIN-0022,3247,3.86,27.4,0,28.5,55.1,1.0,1
BIN-0044,1863,2.85,22.1,1,34.5,1.2,1.0,1
BIN-0125,3802,2.59,32.0,0,42.7,14.0,1.0,1
BIN-0096,1528,1.39,21.0,0,44.0,79.1,1.0,1
BIN-0024,2306,12.94,20.7,1,42.0,46.6,1.0,1
BIN-0093,2070,5.56,20.6,0,43.9,1.0,0.992,1
BIN-0027,3505,4.64,30.4,0,25.5,89.8,1.0,1
BIN-0130,1782,4.38,27.2,0,26.6,91.3,1.0,1
BIN-0073,992,1.2,15.0,0,30.4,13.8,0.463,0
BIN-0071,4493,2.65,25.7,0,40.3,84.7,1.0,1
BIN-0141,2353,2.54,18.6,0,46.4,26.6,1.0,1
BIN-0071,4493,0.97,25.6,0,2.9,78.3,0.934,1
BIN-0018,974,0.76,40.1,0,20.1,77.4,1.0,1
BIN-0091,3231,1.58,28.3,0,33.3,22.4,1.0,1
BIN-0019,1582,4.13,26.3,0,30.6,32.5,0.835,0
BIN-0114,3125,1.96,27.9,0,9.0,34.8,0.665,0
BIN-0016,4617,1.79,25.1,0,34.3,70.8,1.0,1
BIN-0121,2481,1.71,18.1,0,2.5,30.1,0.341,0
BIN-0072,879,1.86,21.6,0,39.2,19.0,0.438,0
BIN-0079,3195,0.75,19.7,0,13.1,11.9,0.548,0
BIN-0085,3599,4.39,24.8,0,35.2,17.3,1.0,1
BIN-0032,4056,0.51,11.3,0,44.9,35.2,1.0,1
BIN-0041,2541,1.17,24.6,0,22.8,25.3,0.875,0
BIN-0120,1863,5.67,16.4,0,31.8,43.8,1.0,1
BIN-0115,3229,0.3,28.5,0,23.4,53.4,1.0,1
BIN-0002,4272,1.82,34.1,0,2.5,35.2,0.447,0
BIN-0081,891,13.03,16.1,0,10.2,88.4,0.964,1
BIN-0022,3247,4.29,28.2,0,47.6,17.3,1.0,1
BIN-0073,992,3.58,30.0,0,20.1,69.9,0.904,1
BIN-0012,2891,6.97,17.2,0,34.3,54.8,1.0,1
BIN-0021,2547,5.28,25.4,0,11.5,20.8,0.512,0
BIN-0083,4061,6.22,33.7,0,44.0,74.4,1.0,1
BIN-0012,2891,10.72,17.2,0,29.0,52.0,1.0,1
BIN-0147,3499,2.68,9.3,0,39.5,81.9,1.0,1
BIN-0032,4056,0.53,22.7,0,45.6,81.9,1.0,1
BIN-0032,4056,12.19,36.2,0,38.6,76.7,1.0,1
BIN-0082,4974,7.13,17.9,0,18.5,96.5,1.0,1
BIN-0029,1767,3.78,32.3,0,12.6,23.3,0.474,0
BIN-0093,2070,3.48,35.3,0,4.5,53.3,0.687,0
BIN-0104,3290,7.86,15.4,0,43.5,68.8,1.0,1
BIN-0014,1684,31.25,26.6,0,33.3,93.8,1.0,1
BIN-0127,1806,6.67,19.8,0,27.7,33.1,0.89,0
BIN-0084,2778,1.71,8.9,0,37.6,67.4,1.0,1
BIN-0025,689,3.76,25.8,0,11.7,74.5,0.792,0
BIN-0094,3190,0.85,28.4,0,35.0,28.2,1.0,1
BIN-0066,1775,0.07,18.1,0,7.0,95.5,1.0,1
BIN-0007,3671,8.94,28.1,0,41.0,72.3,1.0,1
BIN-0072,879,1.42,26.0,1,27.9,96.1,1.0,1
BIN-0109,3742,2.13,22.7,0,35.9,1.8,1.0,1
BIN-0129,3175,2.35,22.2,0,8.8,22.3,0.493,0
BIN-0113,3657,0.37,21.1,1,10.8,86.2,1.0,1
BIN-0023,1475,2.64,7.2,0,14.3,54.5,0.754,0
BIN-0004,966,1.86,24.1,0,34.3,51.8,0.793,0
BIN-0069,1378,16.42,19.9,0,12.7,39.4,0.562,0
BIN-0066,1775,6.52,27.8,0,36.3,72.0,1.0,1
BIN-0130,1782,3.44,21.4,0,41.1,21.3,1.0,1
BIN-0140,4263,2.79,27.4,0,25.3,31.8,1.0,1
BIN-0138,1995,4.26,26.4,0,45.1,84.7,1.0,1
BIN-0149,1198,4.25,33.7,0,35.5,23.3,0.735,0
BIN-0030,2028,0.1,12.4,0,40.6,69.6,1.0,1
BIN-0098,4993,8.92,29.3,0,32.6,36.5,1.0,1
BIN-0143,4081,1.07,20.0,0,42.6,10.9,1.0,1
BIN-0056,3961,0.76,23.5,0,5.7,60.2,0.823,0
BIN-0115,3229,4.8,27.5,0,24.6,62.2,1.0,1
BIN-0037,1100,10.08,20.6,0,39.6,72.6,1.0,1
BIN-0035,3388,4.43,27.4,0,42.9,33.5,1.0,1
BIN-0058,4343,7.56,19.0,0,37.4,97.1,1.0,1
BIN-0084,2778,0.66,31.9,0,36.4,17.5,1.0,1
BIN-0048,4514,0.61,27.6,0,11.8,47.4,0.964,1
BIN-0007,3671,1.78,20.3,0,45.3,39.7,1.0,1
BIN-0117,3560,3.18,39.6,0,44.8,62.6,1.0,1
BIN-0098,4993,4.13,36.6,0,10.4,60.3,1.0,1
BIN-0073,992,0.52,26.4,0,15.0,87.2,1.0,1
