area,population,temperature,rainfall,holiday,last_collection_hours,waste_generated_kg,overflow
Ward-19,9634,37.4,7.2,1,4,322.14,0
Ward-14,5381,29.5,9.4,0,28,203.72,0
Ward-17,11168,40.7,30.5,1,12,640.71,1
Ward-14,6063,26.1,13.2,1,28,362.73,1
Ward-8,7036,37.1,31.4,1,20,239.46,0
Ward-20,11651,24.6,24.3,1,9,543.07,1
Ward-19,6417,41.7,10.6,0,5,239.47,0
Ward-17,8883,21.5,28.9,0,19,446.1,0
Ward-17,11545,41.2,10.8,0,6,362.55,0
Ward-19,9299,21.5,27.7,0,28,394.26,1
Ward-11,6937,42.3,20.7,0,10,350.66,0
Ward-12,7516,30.8,23.4,0,2,262.31,0
Ward-9,11284,29.7,12.2,0,5,572.39,0
Ward-2,2448,21.8,29.5,1,4,68.05,0
Ward-15,7461,41.2,34.6,1,7,291.36,0
Ward-16,2037,33.0,17.2,0,30,84.9,0
Ward-3,6277,37.1,22.1,0,9,315.19,0
Ward-8,3386,20.0,37.4,1,2,183.35,0
Ward-6,5121,40.4,6.3,0,2,273.24,0
Ward-15,6796,22.9,16.3,0,1,271.83,0
Ward-19,8810,31.6,27.7,1,26,494.68,1
Ward-2,11046,39.4,39.5,1,23,551.58,1
Ward-9,8249,38.3,38.4,0,29,430.2,1
Ward-16,9178,42.0,2.6,1,7,540.99,1
Ward-11,2957,22.2,21.5,1,2,115.81,0
Ward-20,6592,29.4,13.5,1,25,279.25,0
Ward-6,5259,23.4,20.8,0,20,263.29,0
Ward-1,4202,26.9,22.9,0,7,132.23,0
Ward-1,5595,23.3,16.3,1,3,275.98,0
Ward-14,9475,27.9,32.6,1,28,416.62,1
Ward-20,11993,27.4,32.6,0,29,616.0,1
Ward-12,5450,19.5,37.7,0,30,204.51,0
Ward-9,9989,22.6,1.2,1,23,586.43,1
Ward-2,4081,32.6,18.3,0,3,164.56,0
Ward-6,4169,25.9,35.2,0,15,235.81,0
Ward-9,10953,30.5,31.0,0,27,635.71,1
Ward-16,7261,40.3,16.6,0,30,270.73,0
Ward-18,5725,32.5,36.8,0,26,293.29,0
Ward-11,10286,41.5,2.6,0,11,505.46,0
Ward-19,7623,28.4,30.3,1,23,287.23,1
Ward-5,6053,31.1,25.1,1,19,304.36,0
Ward-6,3633,21.5,3.4,0,4,185.49,0
Ward-2,5861,36.8,39.3,1,26,341.85,1
Ward-3,9445,41.1,34.5,1,10,491.8,1
Ward-8,11801,22.1,4.1,1,23,483.62,1
Ward-4,10093,20.8,7.0,1,13,519.4,1
Ward-18,9444,22.9,0.9,1,5,319.24,0
Ward-13,7251,36.5,10.4,1,28,442.3,1
Ward-1,10840,40.0,8.1,1,10,438.51,1
Ward-1,6992,31.6,20.7,1,1,247.43,0
Ward-6,2169,41.2,24.6,1,25,92.07,1
Ward-20,7131,23.1,27.3,1,9,363.55,1
Ward-13,8998,35.1,8.4,1,14,320.28,0
Ward-16,9768,26.6,6.8,1,19,334.79,0
Ward-13,7722,32.7,5.7,0,1,386.1,0
Ward-6,4472,34.0,4.7,1,30,267.32,0
Ward-14,5577,19.1,23.7,1,25,281.81,1
Ward-8,9141,24.6,26.7,0,21,399.35,1
Ward-10,4947,19.2,15.1,1,22,187.45,0
Ward-18,7564,20.6,8.2,0,8,385.9,0
Ward-2,2714,25.4,21.4,0,23,133.65,0
Ward-3,4896,41.0,3.8,0,26,168.05,0
Ward-17,3845,37.2,21.5,1,18,163.45,0
Ward-13,6881,42.1,4.2,0,17,276.12,0
Ward-2,8380,26.4,12.2,0,27,441.81,1
Ward-13,4910,33.4,20.1,1,15,240.54,0
Ward-11,10532,26.8,29.5,1,21,460.72,1
Ward-13,7092,38.9,4.8,1,24,232.12,0
Ward-6,3831,34.5,28.6,1,26,114.58,1
Ward-6,2280,26.3,2.6,1,6,111.52,0
Ward-4,6610,37.8,37.5,0,3,296.31,0
Ward-5,8656,33.9,23.8,1,19,422.89,1
Ward-6,10416,36.9,4.4,0,2,378.3,0
Ward-14,2343,37.9,29.8,0,2,88.12,0
Ward-6,10834,27.1,21.8,0,28,349.21,1
Ward-2,7351,39.9,10.8,0,18,394.47,0
Ward-18,4651,43.0,33.7,0,22,258.83,0
Ward-2,2977,30.2,21.4,1,6,173.03,0
Ward-8,5721,22.8,22.2,0,29,325.68,0
Ward-13,5339,23.8,19.3,0,17,198.58,0
Ward-18,8594,22.8,18.2,0,14,418.78,0
Ward-4,2013,44.3,7.6,0,7,123.42,0
Ward-5,3624,36.2,34.0,0,12,204.76,0
Ward-20,3037,32.3,13.0,0,13,177.2,0
Ward-13,3556,35.6,16.9,1,27,149.02,0
Ward-18,10563,20.7,26.2,1,8,565.84,1
Ward-15,11940,30.0,16.4,1,30,522.86,1
Ward-19,8864,33.6,21.3,0,18,444.14,0
Ward-16,4919,37.8,0.7,0,23,199.98,0
Ward-13,10746,28.4,6.8,1,19,575.31,1
Ward-15,5344,26.3,20.3,0,11,216.7,0
Ward-14,2147,38.6,29.5,0,19,100.81,0
Ward-9,9785,21.9,24.7,1,19,575.89,1
Ward-15,11405,34.7,19.4,0,18,607.95,0
Ward-16,6176,33.1,27.4,1,13,254.52,0
Ward-7,11965,39.7,33.9,0,14,516.36,1
Ward-15,10503,43.5,13.7,1,24,510.66,1
Ward-4,8239,25.9,23.4,0,9,299.25,0
Ward-20,4730,35.9,20.6,1,29,161.9,1
Ward-4,2514,22.4,5.6,1,2,96.93,0
Ward-20,3002,18.5,21.8,1,18,159.47,0
Ward-4,5628,18.0,35.1,0,28,262.89,0
Ward-16,6999,36.0,21.6,0,20,333.85,0
Ward-4,11065,27.4,39.4,0,1,399.94,1
Ward-12,2208,19.3,8.5,1,24,99.25,0
Ward-4,11702,42.0,31.1,1,21,438.88,1
Ward-12,8347,25.9,22.3,0,27,361.81,1
Ward-10,9077,30.1,2.1,1,30,449.43,1
Ward-4,10696,30.7,16.6,0,1,367.14,0
Ward-14,8100,42.0,4.9,0,9,458.42,0
Ward-9,4154,34.2,37.5,1,16,152.52,0
Ward-14,11152,42.4,16.0,1,6,416.77,1
Ward-5,4065,21.2,36.4,1,28,172.82,1
Ward-14,4920,23.0,34.2,0,20,138.2,0
Ward-10,9202,39.4,10.3,1,16,516.87,1
Ward-10,7335,28.1,8.9,1,11,271.54,0
Ward-8,10755,24.1,0.2,0,5,424.55,0
Ward-7,3665,22.5,33.2,0,1,187.2,0
Ward-6,3497,43.1,2.7,1,8,207.36,0
Ward-15,10104,22.2,30.9,0,20,400.99,1
Ward-11,11079,26.8,7.2,1,6,552.65,1
Ward-11,3661,29.0,39.1,1,16,133.64,0
Ward-3,2896,27.1,2.1,0,12,97.39,0
Ward-15,9440,26.3,18.9,1,21,354.93,1
Ward-10,9182,41.6,29.3,1,4,518.76,1
Ward-4,7839,33.7,28.1,1,7,310.2,0
Ward-20,5328,19.0,9.3,0,8,192.24,0
Ward-14,3362,41.6,2.7,0,8,184.97,0
Ward-20,4985,29.5,1.5,1,17,216.55,0
Ward-18,3119,27.5,7.0,1,7,107.56,0
Ward-14,5013,26.5,2.5,0,4,209.57,0
Ward-11,5484,43.0,29.2,1,26,297.56,1
Ward-4,10386,33.2,4.3,1,22,452.33,1
Ward-13,10135,20.4,19.2,1,30,365.85,1
Ward-19,3069,44.6,9.0,1,5,149.2,0
Ward-13,9045,25.1,36.2,0,20,434.21,1
Ward-1,2605,21.0,21.3,1,16,76.64,0
Ward-8,7576,22.4,28.2,1,22,362.12,1
Ward-6,6830,28.5,29.4,1,20,374.83,1
Ward-20,9500,33.7,17.5,1,27,505.52,1
Ward-19,7710,38.4,5.1,0,27,355.47,1
Ward-3,9227,38.1,18.5,0,27,316.07,0
Ward-7,11968,42.5,18.1,0,15,357.33,0
Ward-19,10669,26.1,38.6,1,26,342.35,1
Ward-7,8970,31.4,35.0,1,17,284.59,0
Ward-7,2486,23.7,20.1,1,28,125.6,1
Ward-19,6026,34.5,39.4,0,9,345.13,0
Ward-1,2371,37.9,24.7,0,27,77.35,0
Ward-2,8068,26.5,22.4,1,30,332.72,1
Ward-12,3465,35.0,26.3,0,25,197.44,0
Ward-1,7216,23.3,26.9,0,24,362.5,1
Ward-8,11576,20.2,9.9,0,28,545.42,1
Ward-5,7163,27.4,9.7,1,2,345.83,0
Ward-11,10765,39.5,34.2,0,2,396.92,1
Ward-5,6904,23.7,18.4,1,3,412.03,0
Ward-17,10129,23.6,30.3,0,30,426.21,1
Ward-12,10350,37.5,16.0,0,7,432.12,0
Ward-2,2116,34.9,21.8,1,3,104.98,0
Ward-15,6035,20.3,13.4,1,27,252.44,0
Ward-19,5046,27.6,31.6,0,4,198.72,0
Ward-20,2697,35.8,33.5,0,16,118.52,0
Ward-6,10924,34.1,39.9,1,14,345.82,0
Ward-10,4901,32.1,15.1,1,9,165.32,0
Ward-14,3254,18.9,4.2,1,11,147.76,0
Ward-18,6908,29.1,10.6,1,4,221.78,0
Ward-18,2020,21.7,39.2,0,9,66.04,0
Ward-14,4200,43.2,20.4,0,9,212.91,0
Ward-15,3901,32.3,23.2,1,26,122.64,1
Ward-14,11422,39.5,16.7,1,9,595.29,1
Ward-20,2058,33.4,6.9,1,20,103.79,0
Ward-11,7744,21.0,28.3,1,18,404.39,1
Ward-16,4019,30.2,35.5,0,21,249.5,0
Ward-18,3963,39.3,30.3,1,25,217.75,1
Ward-7,6998,43.6,23.6,0,17,315.46,0
Ward-15,7884,44.0,8.9,0,7,342.68,0
Ward-15,2228,40.4,3.8,0,20,84.2,0
Ward-12,5162,31.8,25.5,1,1,168.82,0
Ward-5,7712,25.1,6.7,0,30,298.18,0
Ward-6,5811,42.1,24.4,1,15,235.13,0
Ward-9,3086,18.5,28.3,1,23,155.51,1
Ward-4,11257,23.8,10.8,0,27,506.74,1
Ward-20,9908,37.3,12.4,0,5,522.12,0
Ward-15,2461,33.9,29.4,1,5,148.11,0
Ward-19,8666,23.5,7.1,0,16,490.62,0
Ward-6,6745,18.4,33.3,0,6,271.49,0
Ward-20,2845,19.0,12.2,1,4,132.64,0
Ward-16,2196,22.0,16.0,0,2,113.49,0
Ward-2,2520,34.1,31.2,0,13,139.69,0
Ward-5,3148,33.4,7.9,0,1,125.48,0
Ward-11,2491,19.6,19.8,0,11,148.64,0
Ward-1,2425,39.6,8.6,1,3,97.68,0
Ward-15,4812,22.3,4.4,1,19,150.69,0
Ward-3,8387,31.4,7.4,0,26,451.49,1
Ward-9,8676,39.4,40.0,0,19,316.1,0
Ward-3,9765,40.5,18.2,1,8,431.53,1
Ward-5,5695,38.5,11.7,0,6,216.16,0
Ward-13,2252,21.9,7.2,1,25,91.29,0
Ward-1,11557,25.3,29.7,1,26,654.17,1
Ward-13,2370,23.6,7.3,1,11,94.73,0
Ward-16,8700,20.1,18.6,1,24,425.25,1
Ward-5,6429,43.6,33.1,1,19,281.51,0
Ward-2,4153,20.9,23.0,0,11,245.06,0
Ward-3,4797,39.7,21.6,1,25,254.4,1
Ward-18,8776,24.9,22.2,1,5,314.77,0
Ward-2,2158,31.5,10.8,1,9,76.24,0
Ward-15,11133,44.4,39.1,0,19,336.52,0
Ward-19,4140,20.3,12.0,0,13,204.2,0
Ward-17,5303,28.6,38.5,0,27,183.53,0
Ward-8,6564,32.6,20.4,1,15,364.48,1
Ward-6,3921,24.0,38.6,1,11,137.4,0
Ward-1,4755,19.8,6.7,1,22,262.51,0
Ward-1,7886,42.4,0.1,0,25,270.55,0
Ward-1,10987,32.0,9.9,1,24,561.19,1
Ward-8,11727,21.0,0.2,0,4,436.76,0
Ward-1,2379,33.7,34.2,0,13,121.54,0
Ward-5,5851,21.7,19.8,1,24,328.44,0
Ward-19,9533,38.0,24.7,1,1,450.26,1
Ward-10,10901,44.7,38.0,1,16,649.59,1
Ward-2,2830,18.6,23.9,1,22,100.89,1
Ward-4,6002,43.7,3.3,0,17,331.68,0
Ward-20,11097,35.4,27.8,1,17,382.96,1
Ward-10,4458,44.3,7.6,1,26,227.61,0
Ward-12,5333,26.7,9.6,1,14,157.65,0
Ward-19,11948,34.1,11.3,1,28,501.07,1
Ward-2,3564,19.6,5.5,0,26,132.61,0
Ward-3,10306,22.1,5.5,0,17,464.2,0
Ward-10,2018,22.0,35.6,0,2,92.71,0
Ward-3,10140,25.1,13.0,0,15,389.89,0
Ward-7,8743,26.4,38.0,0,12,504.16,0
Ward-10,3428,22.3,3.8,0,18,159.24,0
Ward-4,8859,43.3,25.1,1,12,407.26,1
Ward-13,3874,41.9,2.4,0,8,119.72,0
Ward-1,2881,20.3,22.5,0,15,77.51,0
Ward-6,5285,44.6,5.1,1,3,199.18,0
Ward-9,10722,37.3,0.5,1,14,552.34,1
Ward-9,7112,28.3,1.8,1,21,237.05,0
Ward-15,8864,44.7,34.1,1,13,466.37,1
Ward-20,3443,27.0,0.3,1,24,185.13,0
Ward-7,7064,31.3,6.0,0,12,327.12,0
Ward-16,8714,32.4,6.5,1,25,295.14,0
Ward-15,5002,28.6,39.5,1,28,225.2,1
Ward-12,8556,43.7,34.2,1,3,507.02,1
Ward-15,8697,41.0,17.7,1,26,422.53,1
Ward-3,4615,33.6,25.6,1,1,162.5,0
Ward-4,10360,26.2,22.6,1,5,342.35,0
Ward-9,5432,26.3,12.3,1,29,278.51,0
Ward-5,3809,22.1,13.5,1,27,152.69,0
Ward-12,4680,27.6,23.0,0,1,282.97,0
Ward-9,6637,35.4,3.5,0,4,337.13,0
Ward-7,10957,32.9,21.2,1,8,336.29,0
Ward-8,7025,24.1,27.1,1,17,395.14,1
Ward-6,3061,32.3,11.1,1,18,90.17,0
Ward-9,2299,27.4,3.9,0,2,67.94,0
Ward-12,7095,23.3,30.0,0,26,357.31,1
Ward-1,3940,37.1,2.0,1,1,205.16,0
Ward-5,3646,37.3,25.7,1,2,205.49,0
Ward-2,5303,20.8,17.9,0,3,164.36,0
Ward-1,5438,26.0,37.5,0,8,188.18,0
Ward-4,11661,40.2,30.5,1,2,607.13,1
Ward-13,4549,38.5,37.6,0,24,189.65,0
Ward-10,9645,40.2,13.1,1,30,276.9,1
Ward-7,9168,27.2,13.5,0,23,306.78,0
Ward-6,11144,32.3,34.7,1,17,582.15,1
Ward-15,11809,38.5,28.6,1,4,673.46,1
Ward-1,11052,36.6,4.4,1,27,398.58,1
Ward-20,11635,35.1,15.4,1,16,620.95,1
Ward-16,7551,40.6,1.6,1,18,438.08,0
Ward-1,4982,39.6,21.9,1,26,216.74,1
Ward-17,2515,18.4,26.1,1,7,121.09,0
Ward-13,5051,22.4,33.0,1,19,177.03,0
Ward-20,8265,32.9,33.9,1,13,393.98,1
Ward-15,7841,19.8,24.8,0,8,390.51,0
Ward-12,4327,20.4,2.2,0,27,174.51,0
Ward-5,8363,20.0,19.2,0,7,282.33,0
Ward-17,6227,42.1,6.3,0,23,311.05,0
Ward-18,5639,33.6,11.5,1,17,161.27,0
Ward-10,3755,37.9,24.0,0,27,128.72,0
Ward-2,4414,20.7,36.5,1,16,238.27,0
Ward-18,8359,36.9,16.2,0,8,435.65,0
Ward-11,5812,26.4,3.6,0,11,162.08,0
Ward-9,10170,29.4,30.7,0,16,471.68,1
Ward-14,4003,26.6,9.9,1,11,226.07,0
Ward-4,4241,32.7,3.1,1,30,202.2,0
Ward-5,5837,34.0,30.6,1,17,186.84,0
Ward-5,8166,41.1,25.6,1,6,295.94,0
Ward-5,6843,39.2,17.4,1,25,273.74,0
Ward-15,4315,19.0,2.6,0,1,171.53,0
Ward-17,9599,21.3,15.4,1,25,477.09,1
Ward-8,9883,35.9,2.4,0,16,409.94,0
Ward-17,2261,39.0,35.5,1,27,64.84,1
Ward-11,9520,36.1,15.3,0,19,325.32,0
Ward-13,10652,28.9,5.9,1,6,510.27,1
Ward-2,9351,29.2,10.0,0,15,458.72,0
Ward-7,4356,30.9,2.7,0,11,159.83,0
Ward-13,9796,29.3,5.5,0,7,553.6,0
Ward-17,9785,34.4,16.3,0,26,387.57,1
Ward-17,8445,34.0,9.4,0,23,332.94,0
Ward-8,6255,18.2,31.5,0,16,221.91,0
Ward-3,7363,34.1,18.0,1,25,210.52,0
Ward-11,8741,30.2,29.5,1,16,442.36,1
Ward-6,9148,41.0,23.5,0,8,503.63,1
Ward-5,4964,30.9,34.4,0,15,244.64,0
Ward-6,4874,43.5,5.9,0,4,271.01,0
Ward-12,10029,29.5,4.8,1,4,410.41,1
Ward-10,4582,34.7,21.7,0,10,176.43,0
Ward-19,11067,24.3,15.0,0,27,476.2,1
Ward-7,11576,41.1,7.2,0,29,406.38,1
Ward-19,11004,18.4,39.9,1,6,544.89,1
Ward-3,2992,29.4,1.0,0,15,146.94,0
Ward-1,5539,39.8,3.2,0,15,295.15,0
Ward-11,2176,43.4,11.6,0,7,90.75,0
Ward-6,6158,42.8,15.1,0,28,217.97,0
Ward-6,11227,25.5,17.7,0,30,525.41,1
Ward-19,2532,38.0,30.2,1,9,95.82,0
Ward-20,11011,26.8,28.0,0,24,515.17,1
Ward-6,10081,22.9,34.4,0,29,488.49,1
Ward-8,7702,35.6,11.9,1,2,257.26,0
Ward-14,9414,28.7,13.2,0,15,528.27,0
Ward-10,7831,44.4,23.5,1,20,414.33,1
Ward-1,9416,37.5,20.2,1,10,509.75,1
Ward-16,7953,38.3,33.9,0,6,229.64,0
Ward-4,11257,43.9,33.8,0,6,383.69,1
Ward-12,6903,41.8,9.5,0,9,263.63,0
Ward-2,11581,24.1,36.0,1,7,420.27,1
Ward-6,6008,27.7,1.6,1,29,291.01,0
Ward-2,3859,34.7,29.2,1,10,162.52,0
Ward-2,5703,41.1,23.2,1,23,310.07,1
Ward-8,5157,41.6,11.8,0,13,300.59,0
Ward-5,2118,39.9,1.1,0,4,90.2,0
Ward-9,6427,20.4,35.2,0,15,353.27,0
Ward-13,7129,42.5,24.5,0,2,228.8,0
Ward-16,8577,23.3,19.2,1,19,339.35,0
Ward-1,8290,22.9,31.0,1,21,259.93,1
Ward-15,7601,34.8,31.9,0,6,301.26,0
Ward-8,3636,31.0,9.3,1,5,226.27,0
Ward-9,9757,26.6,26.7,1,9,420.74,1
Ward-5,2416,42.0,17.0,1,26,109.09,0
Ward-19,11717,22.3,29.7,1,11,649.75,1
Ward-7,4723,37.0,2.5,0,28,169.11,0
Ward-4,6438,23.7,30.9,0,19,308.7,0
Ward-2,10477,41.0,19.4,1,21,356.85,1
Ward-5,8133,36.7,10.1,0,5,480.91,0
Ward-8,6167,35.0,27.0,0,19,235.48,0
Ward-1,6956,38.8,19.3,0,14,306.79,0
Ward-19,5248,44.0,35.2,0,19,252.59,0
Ward-12,3560,27.7,24.7,0,6,151.8,0
Ward-10,9099,25.4,35.3,1,21,421.77,1
Ward-17,10690,23.2,29.6,0,25,421.02,1
Ward-16,4211,28.9,6.9,1,13,193.59,0
Ward-6,7937,26.2,8.7,1,24,338.41,0
Ward-13,4765,33.0,6.9,1,1,252.21,0
Ward-12,8647,22.5,35.3,1,15,300.5,0
Ward-19,6127,41.8,25.8,0,28,369.37,1
Ward-8,6481,20.4,22.8,0,20,177.19,0
Ward-14,8462,22.6,27.7,0,5,337.93,0
Ward-11,2862,44.0,14.5,0,6,105.03,0
Ward-2,2307,37.4,24.6,0,24,124.82,0
Ward-8,8074,38.6,21.5,0,5,294.51,0
Ward-3,3422,43.6,8.9,0,23,126.07,0
Ward-17,4352,30.5,26.4,1,13,151.68,0
Ward-14,2899,30.8,17.4,0,13,119.79,0
Ward-12,2169,18.4,13.0,1,6,75.02,0
Ward-15,8973,35.8,34.3,0,7,549.26,0
Ward-14,3878,18.3,37.5,1,10,217.84,0
Ward-10,4248,43.3,28.6,1,12,175.3,0
Ward-4,5221,30.4,18.6,1,17,231.37,0
Ward-2,8913,41.2,8.3,1,20,350.5,0
Ward-2,6545,41.8,32.4,1,11,348.89,0
Ward-18,9231,18.5,3.5,1,20,434.93,1
Ward-10,4994,19.1,6.7,0,15,206.77,0
Ward-3,10129,22.5,10.7,1,25,393.59,1
Ward-13,11381,24.9,22.8,0,6,455.72,1
Ward-18,8057,38.1,15.1,0,14,358.58,0
Ward-15,4833,23.3,17.4,1,3,258.81,0
Ward-1,11758,27.2,20.0,1,21,664.41,1
Ward-9,4857,20.5,29.0,0,11,263.53,0
Ward-2,11528,39.1,19.1,0,9,560.23,0
Ward-16,8726,37.9,11.7,1,17,512.99,0
Ward-9,5477,30.3,15.8,1,3,251.46,0
Ward-12,8809,24.9,16.6,1,5,439.33,0
Ward-8,8621,32.9,32.4,0,12,444.39,0
Ward-3,10510,28.1,20.7,0,2,361.34,1
Ward-6,11451,40.8,0.4,1,11,355.79,1
Ward-18,8308,18.6,39.1,1,14,434.03,1
Ward-11,2598,24.2,9.9,1,30,111.42,0
Ward-7,2443,28.7,25.8,0,1,132.04,0
Ward-4,10978,43.2,7.3,0,14,478.78,0
Ward-19,6607,39.0,24.6,1,17,323.7,0
Ward-7,10231,38.5,27.1,0,13,439.62,1
Ward-14,5348,26.2,32.5,1,13,178.06,0
Ward-11,2358,40.8,25.5,0,5,137.12,0
Ward-2,6298,35.5,22.4,0,18,359.56,0
Ward-15,2487,29.0,8.2,0,25,90.33,0
Ward-19,2242,30.8,37.7,0,25,137.13,0
Ward-3,11283,40.0,37.2,1,4,525.42,1
Ward-11,5343,38.9,9.3,0,15,295.39,0
Ward-18,8928,40.2,12.3,1,6,368.05,0
Ward-1,5379,37.4,23.7,0,29,186.27,0
Ward-11,6955,36.6,25.6,0,4,278.55,0
Ward-20,8857,30.1,39.8,0,3,442.42,0
Ward-15,5110,18.1,10.3,0,9,205.36,0
Ward-9,6019,39.9,27.9,0,15,295.89,0
Ward-16,10224,41.2,0.2,1,21,378.74,1
Ward-4,7631,41.8,21.1,0,4,329.87,0
Ward-19,4325,42.3,26.2,0,11,147.52,0
Ward-2,3874,30.9,37.5,0,14,171.23,0
Ward-2,5335,18.8,25.2,0,17,277.23,0
Ward-3,9442,22.3,6.0,0,20,553.2,0
Ward-10,6901,40.7,13.0,0,22,381.45,1
Ward-17,10317,35.8,38.6,0,21,514.97,1
Ward-3,3233,29.3,0.1,0,24,170.94,0
Ward-4,4809,39.6,16.2,0,1,225.91,0
Ward-1,5933,34.9,18.3,0,30,259.87,0
Ward-9,6597,25.3,13.0,1,21,332.42,0
Ward-11,10551,36.4,35.0,0,3,382.51,1
Ward-10,4336,26.1,26.3,1,7,163.87,0
Ward-3,4559,43.8,18.3,0,1,178.13,0
Ward-19,9394,28.9,32.7,0,8,459.7,1
Ward-15,2012,21.6,30.2,0,13,93.35,0
Ward-10,2688,27.5,8.9,1,9,104.23,0
Ward-18,9202,39.3,31.2,1,22,270.27,1
Ward-13,6456,40.7,36.0,0,4,270.58,0
Ward-15,10165,24.7,14.8,1,14,339.29,0
Ward-5,5781,29.6,15.2,1,20,326.72,0
Ward-14,6648,33.8,5.2,1,19,381.01,0
Ward-6,4210,38.2,38.1,0,20,179.92,0
Ward-14,11235,34.7,0.4,1,13,359.69,1
Ward-19,11558,29.0,7.6,1,13,561.95,1
Ward-20,4528,33.9,29.5,0,7,181.51,0
Ward-16,8550,33.0,18.6,1,15,408.09,0
Ward-14,2202,26.1,9.9,0,2,115.3,0
Ward-9,11961,40.0,3.8,0,20,535.83,0
Ward-20,3386,22.2,5.0,0,1,84.69,0
Ward-10,2813,35.6,26.3,1,30,131.66,1
Ward-3,6996,38.0,26.5,0,28,286.97,0
Ward-3,5567,26.1,0.7,1,11,197.87,0
Ward-18,9701,21.6,23.7,1,21,393.12,1
Ward-10,4617,38.0,26.7,0,10,257.54,0
Ward-5,2911,32.0,9.3,0,1,136.51,0
Ward-14,9014,34.4,32.0,1,18,511.38,1
Ward-19,10932,42.9,39.2,0,21,646.7,1
Ward-18,4157,41.7,3.4,1,8,183.13,0
Ward-20,8692,29.0,37.5,1,19,346.86,0
Ward-10,2110,26.4,31.8,1,16,88.04,0
Ward-11,5695,44.0,26.3,1,22,290.57,1
Ward-4,2208,19.4,19.6,0,21,77.32,0
Ward-12,3017,24.1,3.4,0,2,97.12,0
Ward-20,11565,34.1,2.8,0,17,503.37,0
Ward-2,5110,26.1,7.4,1,28,297.04,0
Ward-15,6695,32.8,0.0,1,16,285.22,0
Ward-18,8815,41.4,31.0,1,3,523.93,1
Ward-16,8775,26.7,31.1,0,26,368.66,1
Ward-18,7853,20.4,27.8,0,28,356.27,1
Ward-9,7761,28.4,38.9,0,20,424.67,0
Ward-12,10337,18.0,13.9,0,24,522.36,1
Ward-15,6269,25.3,32.0,1,22,260.95,1
Ward-4,8526,19.3,19.7,1,1,249.17,0
Ward-8,2206,37.4,12.8,1,4,121.28,0
Ward-8,11899,42.9,28.5,0,6,387.62,1
Ward-7,11643,28.3,30.8,0,8,545.35,1
Ward-18,11087,28.8,37.9,0,22,482.18,1
Ward-5,8418,26.7,24.3,1,3,493.0,1
Ward-14,11835,23.6,8.1,0,11,596.27,0
Ward-2,5110,34.3,18.7,1,28,172.78,0
Ward-2,9077,31.2,20.2,1,2,416.41,1
Ward-4,11821,36.9,3.7,1,28,417.16,1
Ward-5,8386,28.2,3.8,1,18,318.62,0
Ward-6,8542,24.5,26.3,0,20,405.71,0
Ward-15,4603,22.0,12.5,1,22,138.15,0
Ward-9,7953,37.2,11.9,0,28,381.15,1
Ward-5,5222,20.2,30.0,1,13,286.43,0
Ward-19,7553,37.7,23.1,1,29,418.36,1
Ward-14,4167,41.6,7.2,1,23,214.92,0
Ward-1,7952,24.3,0.5,1,3,407.11,0
Ward-5,8127,31.1,22.2,1,1,292.02,0
Ward-13,2793,26.9,32.5,1,8,83.1,0
Ward-14,2137,28.0,5.2,0,21,95.35,0
Ward-1,10929,33.9,0.4,0,19,326.96,0
Ward-6,2961,39.7,9.5,0,5,102.17,0
Ward-9,7553,22.3,8.0,1,25,309.36,0
Ward-20,8007,24.2,4.5,0,13,255.15,0
Ward-18,9051,19.2,34.5,1,12,538.49,1
Ward-10,7270,25.0,10.9,0,2,297.57,0
Ward-20,6612,36.7,37.0,0,17,218.62,0
Ward-18,3978,37.4,23.8,1,21,149.61,1
Ward-10,7409,28.7,16.2,0,20,393.64,0
Ward-4,10082,34.6,2.1,1,13,324.89,0
Ward-14,3680,39.9,33.6,1,18,155.01,0
Ward-10,9354,41.3,6.2,1,29,519.85,1
Ward-7,7788,39.6,2.5,1,1,268.43,0
Ward-1,3111,29.9,27.2,0,14,123.48,0
Ward-14,2884,27.4,17.6,0,12,87.9,0
Ward-3,5427,24.6,13.1,1,19,214.4,0
Ward-9,7986,23.8,27.2,1,23,481.25,1
Ward-19,2891,26.6,18.4,0,25,143.48,0
Ward-19,10708,28.7,38.6,1,28,555.28,1
Ward-14,7408,28.5,4.9,0,7,426.6,0
Ward-16,6322,34.9,22.4,1,18,365.73,1
Ward-15,2805,38.8,38.8,1,28,133.28,1
Ward-18,6347,24.6,0.2,0,19,206.77,0
Ward-12,9085,31.2,8.7,0,23,473.04,1
Ward-7,4183,23.7,39.9,1,10,145.44,0
Ward-18,4185,26.7,30.5,1,30,245.04,1
Ward-13,11727,35.6,10.3,1,16,679.81,1
Ward-6,5667,37.5,34.7,0,2,200.68,0
Ward-1,11424,20.5,27.5,0,3,475.34,1
Ward-6,10458,25.5,5.5,1,16,524.95,1
Ward-17,4446,42.0,0.4,1,11,257.22,0
Ward-11,6402,36.6,5.1,1,2,365.47,0
Ward-14,11312,36.6,24.9,0,18,649.91,1
Ward-1,8444,39.3,39.4,0,22,303.45,0
Ward-14,4466,42.7,19.7,1,15,180.8,0
Ward-14,10294,36.9,1.4,1,13,604.79,1
Ward-1,9257,18.1,22.3,0,8,364.19,1
Ward-20,7131,22.6,20.1,1,5,332.14,0
Ward-2,9748,39.4,11.9,0,5,545.8,0
Ward-14,9753,39.1,14.7,0,14,410.77,0
